ResponseId,BA.Pre.Question,Ca.Pre.Question,Fa.Pre.Question,Ea.Pre.Question,AA.Question,Da.Question,TiredBlocked,MentallyExhaustingBlocked,DifficultBlocked,BoringBlocked,RememberAnswersBlocked,MemoryAnswersBlocked,HelpingToLearnBlocked,LearnAnswersBlocked,ClassStructureBlocked,FamiliarBlocked,NewBlocked,StudyHabitsBlocked,TiredInterleaved,MentallyExhaustingInterleaved,DifficultInterleaved,BoringInterleaved,RememberAnswersInterleaved,MemoryAnswersInterleaved,HelpingToLearnInterleaved,LearnAnswersInterleaved,ClassStructureInterleaved,FamiliarInterleaved,NewInterleaved,StudyHabitsInterleaved,CompareMentalEffort,CompareRememberAnswers,CompareEffectiveYou,CompareEffectiveAveragePerson,CompareHarderForOthers,CompareYouStudyFuture,CompareEnjoyable,CompareHarder,CompareClassStructure,CompareFamiliar,CompareNewer,CompareMatchHabits,ChooseActivity,Gender,Age,HispanicLatino,Race,NativeLang,Edu,id
R_1KkfV0iwJwz3QZw,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,4,1,4,5,3,2,3,1,5,6,2,6,4,1,6,1,1,1,2,1,3,6,1,6,1,1,2,5,1,1,6,3,2,6,2,Blocked,Female,18-24,No,White,English,Some college,31834
R_27pp8oWqN1EmscF,Finch,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,1,2,2,3,4,5,5,4,1,1,2,2,3,4,4,4,5,5,3,3,3,4,5,3,5,1,4,2,5,4,2,4,4,4,2,4,Interleaved,Female,18-24,No,White,English,Some college,31836
R_1DY0oxy6480k1YO,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Jay / Magpie,Tyrant flycatcher,5,3,3,5,3,3,4,5,4,6,6,5,5,4,4,4,3,3,4,3,3,2,3,2,6,1,1,3,4,1,2,6,3,2,6,1,Blocked,Male,18-24,No,White,English,Some college,31839
R_1gI5bHuJEpF6lnS,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Tyrant flycatcher,4,4,1,3,1,1,1,1,1,1,1,1,5,5,4,5,1,1,1,1,3,1,2,1,6,1,1,1,6,1,1,6,4,1,6,1,Blocked,Female,18-24,No,White,English,Some college,31837
R_2TsYM0OxuHbcpGq,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,1,6,5,4,3,2,5,4,4,1,3,3,1,6,4,4,4,4,3,3,5,1,6,1,1,1,6,1,1,6,6,1,6,1,Blocked,Male,18-24,No,White,English ,Some college,31740
R_3kFVwc4OUFE5MaK,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Tyrant flycatcher,2,2,3,2,3,3,3,4,3,2,2,3,2,2,4,3,2,3,2,2,2,3,4,2,5,2,4,3,2,4,3,4,4,3,5,4,Blocked,Male,18-24,No,White,English,High school diploma,31846
R_1ILEn9hXHgHd9vO,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,1,1,6,2,3,2,2,4,3,5,3,2,2,1,6,1,1,1,1,2,2,4,2,3,1,1,1,6,3,2,6,2,2,6,2,Blocked,Female,18-24,No,White,English,Some college,31853
R_22JkpAKrYoJi1D1,Jay / Magpie,Finch,Sparrow,Sparrow,Finch,Sparrow,4,5,2,3,3,3,1,1,4,6,6,3,2,4,2,1,5,4,5,4,2,2,3,1,6,6,4,2,6,4,5,6,1,1,6,1,Interleaved,Female,18-24,No,White,English ,High school diploma,31862
R_1FmjA7Q3Jbw1Bvj,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,3,4,5,5,5,4,3,2,2,3,5,5,5,2,4,3,4,3,3,3,3,2,5,2,2,2,3,2,5,5,4,3,5,3,Blocked,Male,18-24,No,White,English,High school diploma,31871
R_XLJStOsv8Xc4T7z,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,2,4,4,4,4,3,3,4,5,3,3,4,3,4,2,2,3,3,3,3,5,2,5,2,2,2,5,2,2,4,3,2,4,2,Blocked,Male,18-24,No,Asian,English,High school diploma,31878
R_2VxwzX2rq0mlFjw,Jay / Magpie,Finch,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,3,1,6,3,3,3,4,4,5,3,3,4,5,4,2,1,2,2,1,2,1,2,1,6,1,1,1,6,1,3,5,2,2,5,2,Blocked,Female,18-24,No,White,English,Some college,31767
R_3FQzUh50NOgW9Du,Finch,Finch,Wood Warbler,Sparrow,Finch,Sparrow,3,3,3,5,4,2,3,3,5,4,1,5,6,5,6,5,1,1,1,1,3,3,3,3,6,1,1,1,6,1,1,6,3,3,6,4,Blocked,Female,18-24,No,Asian,English,Some college,31877
R_1NE9D2Nrnva5U77,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,1,1,1,5,3,3,4,4,2,4,3,3,3,3,2,5,2,2,2,1,4,3,6,2,5,2,2,1,6,1,1,5,3,3,3,3,Blocked,Male,18-24,No,Asian,English and Telegu,High school diploma,31879
R_2D8ipqFlFLR8bSw,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,1,2,4,4,3,3,3,2,3,5,4,5,6,5,4,3,3,4,3,4,4,5,4,6,4,4,3,5,4,2,5,5,4,3,4,Blocked,Female,18-24,No,White,English,High school diploma,31776
R_2AGMxc9xeWnGIsF,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,4,4,5,3,2,2,3,5,4,5,4,5,5,5,2,2,1,2,2,2,1,2,1,6,1,1,1,6,2,6,6,1,1,6,1,Blocked,Female,18-24,No,Asian,English,Some college,31877
R_2OO3sCzeJNzC15U,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,Blocked,Male,18-24,No,Asian,English,High school diploma,31878
R_9HtIIuk6QbbSyu5,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,2,2,4,3,4,4,4,5,6,3,5,5,5,5,3,2,2,2,2,2,1,2,2,5,1,1,3,6,1,1,5,2,1,6,1,Blocked,Female,18-24,No,White,English,Some college,31767
R_1FfiX6cghP2sTlt,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Wood Warbler,1,1,1,3,2,3,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,Blocked,Male,18-24,No,White,English,High school diploma,31887
R_2WORnGoUgbvzKR8,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,3,4,4,4,4,4,5,2,2,3,3,4,4,5,6,4,4,3,3,3,2,3,2,5,4,4,4,3,4,4,4,4,3,4,3,Interleaved,Male,18-24,No,White,English,High school diploma,31871
R_1N8iTxzYtOsPl8S,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,5,5,5,3,5,4,4,5,2,5,4,4,5,5,3,4,5,5,6,6,3,3,5,2,5,4,5,2,6,5,1,6,3,3,6,2,Interleaved,Female,18-24,No,White,English,Some college,31897
R_2e4o3ntcNSXwnmK,Jay / Magpie,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,2,2,5,3,2,2,3,2,1,1,2,4,4,4,6,1,1,1,1,1,1,5,1,6,1,1,1,6,1,1,6,3,2,3,2,Blocked,Female,18-24,No,Asian,Nepali,High school diploma,31789
R_1FRl0v03Ud6sy90,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,4,2,6,6,4,4,5,1,4,5,4,6,6,4,6,3,4,4,2,5,3,5,3,6,1,1,3,6,1,1,6,4,1,6,2,Blocked,Female,18-24,No,White,English,High school diploma,31905
R_24eDlIFJDw7pdCW,Finch,Oriole,Wood Warbler,Wood Warbler,Finch,Sparrow,4,4,2,3,4,4,4,4,2,1,2,2,6,6,5,6,1,1,1,1,5,3,4,2,6,1,1,1,6,1,1,6,6,4,3,5,Blocked,Female,18-24,No,White,English,Some high school,31884
R_3FWkT4CnTLYmdem,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,5,4,4,6,4,3,2,2,4,4,5,4,3,3,3,2,5,4,5,4,3,3,4,3,1,5,6,6,2,6,6,1,3,3,4,3,Interleaved,Female,18-24,No,White,English,High school diploma,31894
R_1r1gn9ptx9zDSN2,Finch,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,1,2,4,3,3,5,3,3,6,4,4,3,3,2,6,4,2,2,4,2,5,6,4,6,1,6,4,6,4,1,2,5,4,4,6,Blocked,Female,18-24,No,White,English,High school diploma,31924
R_3O1X1jHeqvVwzA5,Finch,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Wood Warbler,3,5,6,4,3,3,3,3,4,1,1,1,4,4,6,5,2,1,1,2,3,2,3,1,6,1,1,2,6,2,2,6,3,3,5,2,Blocked,Female,18-24,Yes,White,English,High school diploma,31936
R_5zHwQs86U67yfHH,Jay / Magpie,Finch,Wood Warbler,Sparrow,Finch,Sparrow,2,3,1,6,1,1,1,2,2,4,6,4,3,4,1,6,2,2,1,1,3,3,6,3,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,31939
R_3kh57sNF8ZKWE6H,Finch,Finch,Sparrow,Sparrow,Finch,Wood Warbler,6,4,1,6,4,4,4,2,4,1,1,5,6,6,5,6,4,3,2,2,3,1,3,2,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,Black and White,English,Some college,31933
R_3MRPumSslqM8I3S,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,4,5,5,3,2,3,3,3,2,2,3,4,4,5,5,2,2,2,2,3,1,2,1,5,1,2,2,6,2,6,6,2,2,5,2,Blocked,Female,18-24,No,White,English,Some college,31938
R_1hW5uD7kHEzZMTB,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,3,5,3,4,3,3,2,1,2,3,5,4,4,6,2,2,1,2,3,2,4,1,5,2,1,2,5,2,3,5,2,2,5,2,Blocked,Male,18-24,No,Mixed,English,Some college,31952
R_1eyJagUmQCAlUsq,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,3,2,3,5,5,5,4,5,4,4,5,5,4,5,5,3,3,3,3,3,4,5,2,2,2,2,3,4,3,3,5,2,3,4,3,Blocked,Male,18-24,No,Asian,Chinese,High school diploma,31916
R_3qfb3WMt9cyrzyN,Jay / Magpie,Finch,Wood Warbler,Sparrow,Finch,Sparrow,3,4,5,5,3,3,3,3,4,2,2,4,3,3,2,3,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,5,3,Interleaved,Female,18-24,No,Asian,English and Gujurati,Some college,31947
R_pLadti3edx3aCfT,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,6,6,5,6,2,2,3,3,2,1,2,1,6,6,6,6,4,4,4,3,4,2,4,3,4,4,4,6,3,4,1,5,2,2,5,4,Interleaved,Female,18-24,No,Black and White,English,Some college,31933
R_3NOG699MM2zADCz,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,2,3,2,3,3,2,2,1,4,3,5,2,2,3,2,1,4,3,4,3,3,3,4,4,5,4,5,2,5,5,5,3,2,5,4,5,Interleaved,Female,18-24,No,White,English,High school diploma,31956
R_dhAUHJ55pFlnlAJ,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,5,6,6,6,2,2,2,2,4,5,3,2,4,5,4,6,2,2,3,3,3,3,4,4,2,5,5,5,2,5,5,2,3,4,2,5,Interleaved,Female,18-24,No,White,English,High school diploma,31918
R_1HxFVHxhWo0xRf3,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,2,4,2,2,1,2,5,5,5,2,4,4,4,2,5,5,5,5,2,3,5,4,5,5,5,5,2,5,5,2,2,2,4,5,Interleaved,Female,18-24,No,White,English,High school diploma,31956
R_1E4gVujLmpCirbT,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,2,2,5,4,3,4,3,2,1,1,2,3,5,6,3,2,2,2,2,5,5,6,4,6,1,1,3,6,1,6,6,5,5,2,4,Blocked,Female,18-24,No,White,English,High school diploma,31941
R_1f3dRaG4OdGOqJH,Finch,Finch,Sparrow,Sparrow,Finch,Sparrow,4,1,1,5,4,4,5,5,2,2,4,4,6,5,5,5,1,2,1,1,5,1,5,2,6,1,1,1,6,1,1,6,5,1,6,1,Blocked,Female,18-24,No,Asian,English and Malayalam,High school diploma,31903
R_1mL3NmBSa7Ol6da,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,1,1,1,5,5,5,4,5,2,4,4,1,1,1,2,6,2,2,2,2,1,1,2,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English ,High school diploma,31869
R_10UFzVLMpZBX2NE,Oriole,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,2,2,1,4,3,3,2,2,5,1,6,1,1,1,1,3,3,3,3,3,3,4,6,3,5,1,6,2,5,5,6,1,1,5,4,5,Blocked,Female,18-24,No,White,English,High school diploma,31969
R_1CJfg68iW9Pdhm3,Finch,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Wood Warbler,2,2,2,4,3,2,2,2,3,3,4,2,1,1,2,2,3,3,2,2,3,3,5,3,6,6,6,1,6,6,6,6,1,6,1,6,Interleaved,Female,18-24,No,White,English,High school diploma,31967
R_2qC55IiXbQ7xifB,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,5,2,6,2,2,2,3,4,4,6,2,4,4,2,5,3,3,2,3,3,3,5,2,5,2,2,2,5,5,4,5,2,2,5,3,Blocked,Female,18-24,No,White,English,Some college,31785
R_21b1IuBlpczrb9A,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,5,2,5,4,4,3,3,6,6,5,5,4,4,2,3,1,1,3,3,2,2,3,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,31984
R_2xAko3DrSV2hrrA,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,5,2,6,2,3,2,4,5,1,1,4,2,3,2,3,4,3,3,4,5,5,5,5,1,6,4,2,6,4,6,1,6,5,2,5,Interleaved,Female,18-24,No,American Indian or Alaska Native and White,English,Some college,31868
R_2pKRcVcfKtFcVb8,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Tyrant flycatcher,4,4,2,3,2,1,2,2,1,1,1,1,4,4,6,2,1,1,2,1,1,1,2,1,5,1,1,1,6,1,1,6,3,6,5,1,Blocked,Female,18-24,No,White,English ,High school diploma,31986
R_3rG5gBoaEMGPYqZ,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,3,1,2,4,3,3,5,3,4,4,6,4,6,6,6,4,2,2,3,2,4,4,6,4,6,1,3,5,6,6,1,6,6,6,1,6,Interleaved,Female,18-24,No,Asian and White,English,High school diploma,31992
R_1QMCqIMzREROSrb,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,2,1,3,3,3,5,4,3,5,6,4,4,3,2,5,5,4,5,4,2,4,5,4,5,5,5,5,6,6,1,6,3,3,5,3,Interleaved,Female,18-24,Yes,DTS,English and Spanish,Some college,31991
R_2dGTUUBsAeeaU9f,Jay / Magpie,Finch,Wood Warbler,Sparrow,Finch,Sparrow,3,3,4,5,4,4,4,5,5,6,4,5,5,6,5,3,3,3,2,3,2,3,4,1,6,2,2,1,6,2,3,6,2,1,5,2,Blocked,Female,18-24,No,White,English,Some college,31922
R_Wqj4bFOTjGsICit,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,1,1,4,4,4,4,4,4,3,4,4,1,1,1,3,4,4,4,4,3,3,6,3,1,6,6,1,6,6,6,1,3,6,1,5,Interleaved,Female,18-24,No,White,English ,Some high school,31969
R_1rIzhKv3D0k8pv0,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,2,1,1,3,4,4,2,3,2,1,1,1,4,3,3,4,1,1,2,2,2,1,3,4,6,2,1,1,6,1,1,6,2,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32002
R_sbB4ZOkwlAYRPwd,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,6,6,6,6,3,3,2,2,6,4,6,4,5,4,6,4,1,1,1,1,1,2,2,3,6,1,1,1,3,3,6,6,1,1,6,2,Blocked,Male,18-24,No,DTS,English,Some college,32009
R_3jVRYlF7QyJT4sE,Finch,Finch,Tyrant flycatcher,Sparrow,Finch,Tyrant flycatcher,3,4,4,4,3,3,3,3,3,3,2,3,5,5,5,5,2,2,2,2,4,2,3,3,6,1,1,1,6,1,1,6,4,1,5,3,Blocked,Female,18-24,No,White,English,High school diploma,32012
R_3n7vOXlJHLzaoQE,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,5,2,1,4,4,5,5,4,6,4,3,4,4,5,5,4,3,3,4,2,2,3,2,6,1,1,1,6,1,1,5,2,2,5,1,Blocked,Male,18-24,No,Asian,Chinese,High school diploma,31830
R_1fd7dV7T0JS5qXX,Finch,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,5,4,3,6,3,3,2,3,1,1,1,1,6,6,6,6,2,2,1,3,1,1,3,1,6,1,2,1,6,1,2,6,2,2,6,1,Blocked,Female,18-24,No,White,English,Some college,32006
R_vSr8UGp49WoawnL,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,2,2,2,3,4,4,4,2,3,2,2,2,2,2,2,4,3,3,4,4,2,2,3,3,2,2,1,1,6,1,1,6,1,1,6,1,Blocked,Male,18-24,No,White,English,Some college,32014
R_RRGqAjiOczngd6V,Oriole,Oriole,Wood Warbler,Sparrow,Jay / Magpie,Tyrant flycatcher,6,6,6,6,2,3,3,4,2,2,3,3,4,5,4,6,4,4,4,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,4,Interleaved,Male,18-24,No,White,English,High school diploma,31761
R_yyyUVDipLaHq0mZ,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,2,3,2,3,2,3,2,1,1,1,2,5,5,4,4,2,2,1,2,1,1,2,1,5,2,2,2,5,2,2,5,3,3,5,3,Blocked,Male,18-24,No,Black and White,English and Hungarian,Some college,31949
R_1AeVpMkrggILRQZ,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,3,3,4,5,5,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,3,5,2,3,2,5,3,3,6,2,2,5,3,Blocked,Female,18-24,No,White,English,Some college,32000
R_2a9aKxLql0nl68D,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,4,2,4,4,5,5,4,4,5,4,5,5,5,4,2,4,4,5,4,2,2,3,2,6,6,4,2,5,4,1,5,3,3,5,2,Interleaved,Male,18-24,No,Asian,Chinese,High school diploma,31830
R_8tVv0oqHpHL8lgJ,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,2,2,2,3,4,3,3,3,1,1,1,1,5,5,4,5,2,2,2,2,1,1,2,1,5,3,3,3,5,2,2,5,3,3,4,3,Blocked,Male,18-24,No,Black and White,English and Hungarian,Some college,31949
R_323HPhBVR42y0za,Finch,Oriole,Sparrow,Sparrow,Finch,Tyrant flycatcher,3,4,4,6,2,2,1,2,5,3,4,3,5,6,6,6,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32021
R_3Gfu99eUmCCERlq,Finch,Oriole,Tyrant flycatcher,Sparrow,Jay / Magpie,Tyrant flycatcher,2,3,3,4,2,4,5,4,1,3,4,4,2,2,2,2,3,3,3,4,3,4,3,4,2,5,5,4,6,5,1,6,4,4,4,4,Interleaved,Female,18-24,DTS,White,English,High school diploma,31924
R_3fdUVkq2XDnBiJQ,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,2,1,1,6,2,2,3,3,1,1,1,1,2,2,1,6,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,31961
R_ujGlZozKWhD456V,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,6,3,3,3,3,Blocked,Female,18-24,Yes,White,Portuguese,Some college,31929
R_2S8L4RPORlojFO8,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,3,2,6,4,3,4,3,5,4,4,3,5,5,5,5,3,3,2,3,5,4,6,4,6,1,1,1,6,1,1,6,6,4,4,4,Blocked,Female,18-24,No,Black,English and Amharic,High school diploma,31882
R_ZIbp6SXsAkB0BW1,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Tyrant flycatcher,1,1,1,1,3,3,4,4,2,2,3,2,1,1,1,1,4,3,4,4,3,3,4,3,5,2,2,2,2,2,2,5,3,2,5,2,Blocked,Female,18-24,No,White,English,Some college,31926
R_3ERr6L51UOLDvZu,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,1,1,4,4,1,3,2,4,4,3,2,1,1,1,4,2,1,2,2,2,2,5,2,5,1,2,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,32011
R_2v2neX91RAkBOxp,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,2,1,5,6,5,5,5,3,3,5,1,2,2,2,2,4,5,5,5,4,5,6,4,4,5,5,5,2,5,5,4,5,6,2,5,Interleaved,Female,18-24,No,White,English,Some college,32034
R_3L0RU5AOqFigys0,Oriole,Finch,Sparrow,Sparrow,Finch,Sparrow,5,4,3,5,3,3,4,3,4,3,3,3,3,4,4,2,3,3,4,3,4,3,4,4,5,2,4,3,5,4,5,4,4,4,3,4,Interleaved,Female,18-24,No,White,English,High school diploma,32030
R_WupFFIwTVqn4qhr,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,2,5,3,4,2,2,3,5,5,5,5,6,6,3,2,1,1,2,3,2,3,3,6,1,2,3,5,1,2,6,3,3,5,2,Blocked,Female,18-24,No,White,English,Some college,32035
R_1ePf7dK6BApGqnk,Oriole,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,4,4,3,5,5,5,4,4,5,5,5,5,5,4,3,3,4,4,4,4,2,2,3,3,5,3,2,4,3,3,3,4,5,3,5,3,Blocked,Female,18-24,No,Asian,English,Some college,31823
R_ai0qE7QKVNHSOqZ,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,2,6,4,4,3,3,2,5,5,4,6,5,5,6,1,1,1,2,2,2,3,2,6,2,1,1,6,1,1,6,2,1,5,1,Blocked,Female,18-24,No,White,English,Some college,31935
R_3EtelvL5uacAQ9I,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Tyrant flycatcher,5,5,4,4,3,3,4,3,5,5,5,4,6,6,5,6,2,2,2,2,2,2,3,2,6,2,1,1,6,2,1,6,2,1,6,1,Blocked,Female,18-24,No,White,English ,Some college,31935
R_3eaijvQcuq9rqAn,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,3,2,5,5,5,4,5,3,1,2,2,1,1,2,6,4,4,2,2,2,2,4,1,6,2,2,2,5,2,2,4,3,3,4,3,Blocked,Male,18-24,No,White,English,High school diploma,32004
R_BzSaWkdOKNE0jWV,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,3,2,4,4,4,3,3,2,2,2,3,5,5,5,5,1,1,1,1,3,2,5,1,6,1,1,3,4,2,1,6,4,3,6,2,Blocked,Female,18-24,No,Asian,English,Some college,31892
R_2aPQOTB2VAzxuZO,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,4,5,5,3,4,5,4,3,1,1,2,5,5,5,5,1,2,2,2,3,1,2,3,6,1,1,2,6,1,1,6,2,3,2,4,Blocked,Male,18-24,No,White,English,High school diploma,31855
R_33rqCEqzPEvgalE,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,3,3,5,2,2,2,2,3,4,4,4,5,3,3,5,1,1,2,2,1,2,3,1,6,2,1,1,5,1,1,6,2,1,5,1,Blocked,Female,18-24,No,White,English ,High school diploma,31951
R_zSeLPiLe0SD1c2t,Jay / Magpie,Oriole,Tyrant flycatcher,Sparrow,Finch,Wood Warbler,4,3,2,5,4,3,4,4,3,6,5,6,1,1,1,3,6,6,6,6,5,5,6,5,6,6,6,1,3,6,6,1,1,1,6,2,Interleaved,Female,18-24,No,White,English,High school diploma,31763
R_29m2nxtw95MwqMb,Jay / Magpie,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,6,4,6,2,2,2,2,4,5,5,5,5,5,4,6,4,4,4,4,2,2,4,2,5,5,5,5,2,5,5,2,2,2,5,5,Interleaved,Female,18-24,No,Asian,English,High school diploma,31993
R_3PHqjMyWH8BTKVn,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,1,1,3,5,4,4,4,3,3,4,1,2,3,2,2,6,5,5,5,3,4,6,5,2,5,6,1,5,6,6,2,3,5,2,6,Interleaved,Female,18-24,No,White,English,Some college,31836
R_1oAMFu77PqdlSAR,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,2,2,1,2,1,1,2,2,2,3,3,2,2,2,1,1,1,3,2,2,2,3,3,3,2,2,2,5,2,2,5,2,2,5,2,Blocked,Female,18-24,No,White,English ,High school diploma,31786
R_1o7PL1ePrYRYOic,Finch,Oriole,Wood Warbler,Sparrow,Jay / Magpie,Sparrow,1,5,1,5,2,1,2,1,1,5,5,2,6,6,5,3,3,2,2,3,2,3,5,2,6,1,1,1,6,1,1,6,1,1,5,1,Blocked,Female,18-24,No,Asian,Nepali,High school diploma,31789
